name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,profit,cluster
Hands of Stone,6,3,2016,6.6,16000,Jonathan Jakubowicz,Jonathan Jakubowicz,Edgar Ramírez,35,20000000,4978353,Fuego Films,111,-15021647,0
Ae Dil Hai Mushkil,3,6,2016,5.8,22000,Karan Johar,Karan Johar,Ranbir Kapoor,20,52211949,31668920,ADHM Films,158,-20543029,0
Denial,5,3,2016,6.7,20000,Mick Jackson,Deborah Lipstadt,Rachel Weisz,52,10000000,7994527,BBC Films,109,-2005473,0
Carrie Pilby,3,4,2017,6.7,9800,Susan Johnson,Kara Holden,Bel Powley,53,55224657,28430,Braveart Films,98,-55196227,0
Ride Along 2,5,0,2016,5.9,55000,Tim Story,Phil Hay,Ice Cube,53,40000000,124608438,Universal Pictures,102,84608438,0
Pink,3,5,2016,8.1,41000,Aniruddha Roy Chowdhury,Shoojit Sircar,Taapsee Pannu,20,52211949,180180,NH Studioz,136,-52031769,0
Under the Shadow,5,6,2016,6.9,25000,Babak Anvari,Babak Anvari,Narges Rashidi,52,52211949,133324,Wigwam Films,84,-52078625,3
Rock Dog,4,2,2017,6.0,4900,Ash Brannon,Ash Brannon,Luke Wilson,8,60000000,23157646,Summit Premiere,90,-36842354,0
Race,5,3,2016,7.1,36000,Stephen Hopkins,Joe Shrapnel,Stephan James,6,35000000,25070261,Forecast Pictures,134,-9929739,0
A United Kingdom,5,3,2017,6.9,15000,Amma Asante,Guy Hibbert,David Oyelowo,10,14000000,14459330,Fox Searchlight Pictures,111,459330,0
Julieta,6,6,2016,7.1,30000,Pedro Almodóvar,Pedro Almodóvar,Emma Suárez,45,52211949,22546233,Echo Lake Entertainment,99,-29665716,3
American Pastoral,6,5,2016,6.1,16000,Ewan McGregor,Philip Roth,Ewan McGregor,17,52211949,2063436,Lionsgate,108,-50148513,0
Buster's Mal Heart,10,5,2017,6.2,9400,Sarah Adina Smith,Sarah Adina Smith,Rami Malek,53,55224657,73121,Everything Is Everything,96,-55151536,3
Complete Unknown,6,6,2016,5.4,5800,Joshua Marston,Joshua Marston,Erin Darke,53,52211949,217473,Parts and Labor,91,-51994476,3
This Beautiful Fantastic,4,4,2018,6.9,10000,Simon Aboud,Simon Aboud,Jessica Brown Findlay,52,49391527,353808,Ipso Facto Productions,92,-49037719,0
Incarnate,5,9,2016,5.3,12000,Brad Peyton,Ronnie Christensen,Aaron Eckhart,53,5000000,9037058,IM Global,87,4037058,3
The Innocents,5,6,2016,7.3,10000,Anne Fontaine,Sabrina B. Karine,Lou de Laâge,14,52211949,7400324,Mandarin Films,115,-44811625,0
Thor: Ragnarok,5,0,2017,7.9,628000,Taika Waititi,Eric Pearson,Chris Hemsworth,53,180000000,853983911,Walt Disney Pictures,130,673983911,2
Darkest Hour,5,3,2017,7.4,179000,Joe Wright,Anthony McCarten,Gary Oldman,52,30000000,150847274,Focus Features,125,120847274,0
The Hitman's Bodyguard,6,0,2017,6.9,203000,Patrick Hughes,Tom O'Connor,Ryan Reynolds,53,30000000,176600207,Summit Entertainment,118,146600207,0
It,6,9,2017,7.3,478000,Andy Muschietti,Chase Palmer,Bill Skarsgård,53,35000000,701796444,New Line Cinema,135,666796444,2
Spider-Man: Homecoming,5,0,2017,7.4,540000,Jon Watts,Jonathan Goldstein,Tom Holland,53,175000000,880166924,Columbia Pictures,133,705166924,2
Blade Runner 2049,6,0,2017,8.0,486000,Denis Villeneuve,Hampton Fancher,Harrison Ford,53,150000000,259334548,Alcon Entertainment,164,109334548,0
Guardians of the Galaxy Vol. 2,5,0,2017,7.6,596000,James Gunn,James Gunn,Chris Pratt,53,200000000,863756051,Marvel Studios,136,663756051,2
The Greatest Showman,4,3,2017,7.6,251000,Michael Gracey,Jenny Bicks,Hugh Jackman,53,84000000,438006904,Bona Film Group,105,354006904,2
Jumanji: Welcome to the Jungle,5,0,2017,6.9,336000,Jake Kasdan,Chris McKenna,Dwayne Johnson,53,90000000,962542945,Columbia Pictures,119,872542945,2
Baywatch,6,0,2017,5.5,170000,Seth Gordon,Michael Berk,Dwayne Johnson,52,69000000,177856751,Paramount Pictures,116,108856751,0
Call Me by Your Name,6,6,2018,7.9,228000,Luca Guadagnino,James Ivory,Armie Hammer,25,49391527,41888660,Frenesy Film Company,132,-7502867,0
Home Again,5,4,2017,5.8,30000,Hallie Meyers-Shyer,Hallie Meyers-Shyer,Reese Witherspoon,53,12000000,37270721,Black Bicycle Entertainment,97,25270721,3
The Fate of the Furious,5,0,2017,6.6,214000,F. Gary Gray,Gary Scott Thompson,Vin Diesel,8,250000000,1236005118,Universal Pictures,136,986005118,2
Get Out,6,9,2017,7.7,517000,Jordan Peele,Jordan Peele,Daniel Kaluuya,53,4500000,255589157,Universal Pictures,104,251089157,0
Dunkirk,5,0,2017,7.8,582000,Christopher Nolan,Christopher Nolan,Fionn Whitehead,52,100000000,527016307,Syncopy,106,427016307,2
Coco,4,2,2017,8.4,417000,Lee Unkrich,Lee Unkrich,Anthony Gonzalez,53,175000000,807817888,Walt Disney Pictures,105,632817888,2
Baby Driver,6,0,2017,7.6,466000,Edgar Wright,Edgar Wright,Ansel Elgort,52,34000000,226945087,TriStar Pictures,113,192945087,0
The Boss Baby,4,2,2017,6.3,114000,Tom McGrath,Michael McCullers,Alec Baldwin,53,125000000,527965936,DreamWorks Animation,97,402965936,2
Logan,6,0,2017,8.1,674000,James Mangold,James Mangold,Hugh Jackman,53,97000000,619179950,Twentieth Century Fox,137,522179950,2
Wonder Woman,5,0,2017,7.4,600000,Patty Jenkins,Allan Heinberg,Gal Gadot,53,149000000,822824522,Warner Bros.,141,673824522,2
Alien: Covenant,6,9,2017,6.4,261000,Ridley Scott,Dan O'Bannon,Michael Fassbender,53,97000000,240891763,Twentieth Century Fox,122,143891763,0
John Wick: Chapter 2,6,0,2017,7.5,385000,Chad Stahelski,Derek Kolstad,Keanu Reeves,53,40000000,171547802,Summit Entertainment,122,131547802,0
Wonder,4,6,2017,8.0,150000,Stephen Chbosky,Stephen Chbosky,Jacob Tremblay,53,20000000,306209289,Lionsgate,113,286209289,0
Justice League,5,0,2017,6.1,418000,Zack Snyder,Jerry Siegel,Ben Affleck,53,300000000,657926987,Warner Bros.,120,357926987,2
Mother!,6,6,2017,6.6,200000,Darren Aronofsky,Darren Aronofsky,Jennifer Lawrence,53,30000000,44516999,Paramount Pictures,121,14516999,0
Pirates of the Caribbean: Dead Men Tell No Tales,5,0,2017,6.5,275000,Joachim Rønning,Jeff Nathanson,Johnny Depp,53,230000000,794881442,Walt Disney Pictures,129,564881442,2
The Shape of Water,6,1,2017,7.3,386000,Guillermo del Toro,Guillermo del Toro,Sally Hawkins,53,19400000,195333312,Double Dare You (DDY),123,175933312,0
Disobedience,6,6,2018,6.6,27000,Sebastián Lelio,Sebastián Lelio,Rachel Weisz,23,6000000,8003180,Braven Films,114,2003180,3
Kong: Skull Island,5,0,2017,6.6,293000,Jordan Vogt-Roberts,Dan Gilroy,Tom Hiddleston,53,185000000,566652812,Warner Bros.,118,381652812,2
Beauty and the Beast,4,7,2017,7.1,283000,Bill Condon,Stephen Chbosky,Emma Watson,53,160000000,1264434525,Mandeville Films,129,1104434525,2
Kingsman: The Golden Circle,6,0,2017,6.7,286000,Matthew Vaughn,Jane Goldman,Taron Egerton,52,104000000,410902662,Twentieth Century Fox,141,306902662,2
"Three Billboards Outside Ebbing, Missouri",6,4,2017,8.1,456000,Martin McDonagh,Martin McDonagh,Frances McDormand,52,15000000,160192267,Blueprint Pictures,115,145192267,0
Star Wars: Episode VIII - The Last Jedi,5,0,2017,7.0,581000,Rian Johnson,Rian Johnson,Daisy Ridley,53,317000000,1332698830,Walt Disney Pictures,152,1015698830,2
Beast,6,5,2018,6.8,11000,Michael Pearce,Michael Pearce,Jessie Buckley,52,49391527,1744071,Agile Films,107,-47647456,3
"I, Tonya",6,3,2018,7.5,193000,Craig Gillespie,Steven Rogers,Margot Robbie,53,11000000,53939297,AI-Film,119,42939297,0
Atomic Blonde,6,0,2017,6.7,182000,David Leitch,Kurt Johnstad,Charlize Theron,53,30000000,100014025,Focus Features,115,70014025,0
Wind River,6,5,2017,7.7,217000,Taylor Sheridan,Taylor Sheridan,Elizabeth Olsen,52,11000000,43980821,Acacia Filmed Entertainment,107,32980821,0
Murder on the Orient Express,5,5,2017,6.5,221000,Kenneth Branagh,Michael Green,Kenneth Branagh,30,55000000,352794081,Twentieth Century Fox,114,297794081,0
King Arthur: Legend of the Sword,5,0,2017,6.7,200000,Guy Ritchie,Joby Harold,Charlie Hunnam,52,175000000,148675066,Warner Bros.,126,-26324934,0
Lady Bird,6,4,2017,7.4,254000,Greta Gerwig,Greta Gerwig,Saoirse Ronan,53,10000000,78966486,IAC Films,94,68966486,0
The Killing of a Sacred Deer,6,6,2017,7.0,132000,Yorgos Lanthimos,Yorgos Lanthimos,Barry G. Bernson,23,55224657,7027336,Element Pictures,121,-48197321,0
Logan Lucky,5,4,2017,7.0,137000,Steven Soderbergh,Jules Asner,Channing Tatum,53,29000000,48453605,Fingerprint Releasing,118,19453605,0
Fifty Shades Darker,6,6,2017,4.6,95000,James Foley,Niall Leonard,Dakota Johnson,53,55000000,381545846,Universal Pictures,118,326545846,0
Happy Death Day,5,4,2017,6.6,124000,Christopher Landon,Scott Lobdell,Jessica Rothe,53,4800000,125479266,Universal Pictures,96,120679266,0
Transformers: The Last Knight,5,0,2017,5.2,140000,Michael Bay,Art Marcum,Mark Wahlberg,53,217000000,605425157,Paramount Pictures,154,388425157,2
Good Time,6,5,2017,7.4,100000,Benny Safdie,Ronald Bronstein,Robert Pattinson,53,4500000,3283369,Elara Pictures,102,-1216631,3
Ghost in the Shell,5,0,2017,6.3,202000,Rupert Sanders,Shirow Masamune,Scarlett Johansson,53,110000000,169846945,Paramount Pictures,107,59846945,0
Hampstead,5,4,2019,6.0,5400,Joel Hopkins,Robert Festinger,Lesley Manville,52,54240725,6335171,Ecosse Films,102,-47905554,0
Molly's Game,6,3,2018,7.4,153000,Aaron Sorkin,Aaron Sorkin,Jessica Chastain,8,30000000,59284015,STX Entertainment,140,29284015,0
Hostiles,6,6,2018,7.2,76000,Scott Cooper,Scott Cooper,Scott Shepherd,53,39000000,35669017,"Grisbi Productions, Le",134,-3330983,0
Valerian and the City of a Thousand Planets,5,0,2017,6.5,168000,Luc Besson,Pierre Christin,Dane DeHaan,14,177200000,225973340,EuropaCorp,136,48773340,0
The Dark Tower,5,0,2017,5.6,131000,Nikolaj Arcel,Akiva Goldsman,Idris Elba,53,60000000,113231078,Columbia Pictures,95,53231078,0
Pitch Perfect 3,5,4,2017,5.8,58000,Trish Sie,Kay Cannon,Anna Kendrick,53,45000000,185400345,Brownstone Entertainment (II),93,140400345,0
American Assassin,6,0,2017,6.2,75000,Michael Cuesta,Stephen Schiff,Dylan O'Brien,53,33000000,67234188,CBS Films,111,34234188,0
You Were Never Really Here,6,5,2018,6.8,109000,Lynne Ramsay,Lynne Ramsay,Joaquin Phoenix,52,49391527,9360514,Why Not Productions,89,-40031013,3
The Florida Project,6,6,2017,7.6,101000,Sean Baker,Sean Baker,Brooklynn Prince,53,2000000,10971298,Cre Film,111,8971298,3
Life,6,9,2017,6.6,213000,Daniel Espinosa,Rhett Reese,Jake Gyllenhaal,52,58000000,100541806,Columbia Pictures,104,42541806,3
The Death of Stalin,6,4,2018,7.2,92000,Armando Iannucci,Armando Iannucci,Steve Buscemi,52,13000000,24646055,Quad Productions,107,11646055,0
Gifted,5,6,2017,7.6,105000,Marc Webb,Tom Flynn,Chris Evans,53,7000000,43069254,Dayday Films,101,36069254,3
Phantom Thread,6,6,2018,7.5,118000,Paul Thomas Anderson,Paul Thomas Anderson,Vicky Krieps,53,35000000,47756590,Focus Features,130,12756590,0
The Upside,5,4,2019,7.0,49000,Neil Burger,Jon Hartmere,Kevin Hart,53,37500000,125856180,Escape Artists,126,88356180,0
Berlin Syndrome,6,6,2017,6.3,23000,Cate Shortland,Shaun Grant,Teresa Palmer,2,55224657,397783,Aquarius Films,116,-54826874,0
Annabelle: Creation,6,9,2017,6.5,120000,David F. Sandberg,Gary Dauberman,Anthony LaPaglia,53,15000000,306515884,New Line Cinema,109,291515884,3
American Made,6,0,2017,7.2,165000,Doug Liman,Gary Spinelli,Tom Cruise,53,50000000,134866593,Cross Creek Pictures,115,84866593,0
War for the Planet of the Apes,5,0,2017,7.4,235000,Matt Reeves,Mark Bomback,Andy Serkis,53,150000000,490719763,Twentieth Century Fox,140,340719763,2
Geostorm,5,0,2017,5.3,99000,Dean Devlin,Dean Devlin,Gerard Butler,53,120000000,221600160,Warner Bros.,109,101600160,0
The Circle,5,6,2017,5.3,87000,James Ponsoldt,James Ponsoldt,Emma Watson,51,18000000,40656399,1978 Films,110,22656399,3
Cars 3,1,2,2017,6.7,82000,Brian Fee,Brian Fee,Owen Wilson,53,175000000,383930656,Pixar Animation Studios,102,208930656,2
Rough Night,6,4,2017,5.2,49000,Lucia Aniello,Lucia Aniello,Scarlett Johansson,53,20000000,47347283,Paulilu Productions,101,27347283,3
xXx: Return of Xander Cage,5,0,2017,5.2,88000,D.J. Caruso,Rich Wilkes,Vin Diesel,8,85000000,346118277,Paramount Pictures,107,261118277,0
The Mummy,5,0,2017,5.4,177000,Alex Kurtzman,David Koepp,Tom Cruise,53,125000000,409231607,Universal Pictures,110,284231607,0
CHIPS,6,0,2017,6.0,44000,Dax Shepard,Rick Rosner,Michael Peña,53,25000000,26800152,Primate Pictures,100,1800152,0
Ferdinand,4,2,2017,6.7,51000,Carlos Saldanha,Robert L. Baird,John Cena,53,111000000,296069199,Blue Sky Studios,108,185069199,0
Only the Brave,5,0,2017,7.6,62000,Joseph Kosinski,Sean Flynn,Josh Brolin,53,38000000,26351322,Columbia Pictures,134,-11648678,0
The Beguiled,6,6,2017,6.3,54000,Sofia Coppola,Sofia Coppola,Nicole Kidman,53,10500000,27869129,American Zoetrope,93,17369129,3
The Glass Castle,5,3,2017,7.1,31000,Destin Daniel Cretton,Destin Daniel Cretton,Brie Larson,53,9000000,22088533,Lionsgate,127,13088533,0
The Lego Batman Movie,4,2,2017,7.3,135000,Chris McKay,Seth Grahame-Smith,Will Arnett,53,80000000,311950384,Animal Logic,104,231950384,0
Papillon,6,1,2018,7.2,63000,Michael Noer,Aaron Guzikowski,Charlie Hunnam,53,49391527,10060903,Czech Anglo Productions,133,-39330624,0
The Big Sick,6,4,2017,7.5,126000,Michael Showalter,Emily V. Gordon,Kumail Nanjiani,53,5000000,56411585,Apatow Productions,120,51411585,0
The Endless,3,6,2018,6.5,37000,Justin Benson,Justin Benson,Aaron Moorhead,53,49391527,956425,Snowfort Pictures,111,-48435102,0
Thoroughbreds,6,4,2018,6.7,38000,Cory Finley,Cory Finley,Olivia Cooke,53,6000000,3187255,B Story,92,-2812745,3
The Foreigner,6,0,2017,7.0,106000,Martin Campbell,David Marconi,Katie Leung,52,35000000,145418070,STX Entertainment,113,110418070,0
